Stocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paris - Euronext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument's name,ISIN,Euronext code,Market,Symbol,ICB Sector (Level 4),Trading currency,Last,Volume,D/D-1 (%),Date - time (CET),Turnover,Total number of shares,Capitalisation,Compartment,Investment zone,Eligibility,Trading mode,Day First,Day High,Day High / Date - time (CET),Day Low,Day Low / Date - time (CET), 31-12/Change (%), 31-12/High, 31-12/High/Date, 31-12/Low, 31-12/Low/Date, 52 weeks/Change (%), 52 weeks/High, 52 weeks/High/Date, 52 weeks/Low, 52 weeks/Low/Date,Website,Investor relation contact,Phone number,ICB Sector (Level 1),ICB Sector (Level 2),ICB Sector (Level 3),Personal equity saving plan eligibility,Deferred Settlement Service,Halted,Halted / Date - time (CET)
LACIE S.A.,FR0000054314,FR0000054314,PAR,LAC,9572 Computer Hardware,EUR,3.3,67522,3.77,2009/12/11 17:37,219233,"36,243,653","119,604,055",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,3.2,3.3,2009/12/11 17:01,3.16,2009/12/11 9:10,-7.3,3.96,2001/3/11,1.99,2009/8/11,0.92,3.96,2001/3/11,1.99,2009/8/11,"=LIEN_HYPERTEXTE(""http://www.lacie.com"";""http://www.lacie.com"")",-,-,9000 Technology,9500 Technology,9570 Technology Hardware & Equipment,Yes,No,-,-
LACROIX SA,FR0000066607,FR0000066607,PAR,LACR,2737 Electronic Equipment,EUR,13.51,3247,-3.57,2009/12/11 17:22,44151,"3,766,560","50,886,226",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,14,14,2009/12/11 9:00,13.46,2009/12/11 15:48,-26.89,23.48,2028/6/11,13.08,2004/10/11,-18.61,23.48,2028/6/11,13.08,2004/10/11,"=LIEN_HYPERTEXTE(""http://www.lacroix-sa.fr"";""http://www.lacroix-sa.fr"")",-,-,2000 Industrials,2700 Industrial Goods & Services,2730 Electronical & Electrical Equipment,Yes,No,-,-
LAFARGE,FR0000120537,FR0000120537,PAR,LG,2353 Building Materials & Fixtures,EUR,27.545,1563619,3.63,2009/12/11 17:35,42592563,"287,247,518","7,912,232,883",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,26.24,27.71,2009/12/11 16:06,26.2,2009/12/11 9:00,-41.29,48.76,2020/5/11,22.285,2023/9/11,-40.06,48.76,2020/5/11,22.29,2023/9/11,"=LIEN_HYPERTEXTE(""http://www.lafarge.com"";""http://www.lafarge.com"")",-,-,2000 Industrials,2300 Construction & Materials,2350 Construction & Materials,Yes,Yes,-,-
LAFUMA,FR0000035263,FR0000035263,PAR,LAF,3763 Clothing & Accessories,EUR,15.8,935,-1.25,2009/12/11 17:14,14601,"3,487,934","55,109,357",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,15.99,15.99,2009/12/11 9:00,15.4,2009/12/11 15:12,15.33,23.5,2013/6/11,12.67,2015/3/11,44.03,23.5,2013/6/11,10.64,2017/12/10,"=LIEN_HYPERTEXTE(""http://www.lafuma.com"";""http://www.lafuma.com"")",Julie BLONDET,475313131,3000 ConsumerGoods,3700 Personal,3760 Personal Goods,Yes,No,-,-
LAGARDERE ACT.BRO.,MC0000120790,MC0000120790,PAR,LAGB,5553 Broadcasting & Entertainment,EUR,281.01,1,0,2021/10/11 11:30,281,"1,296,366","364,291,810",Compartment B (Mid Caps),Euro zone  ,PEA eligible,Double call auction,281.01,281.01,2021/10/11 11:30,281.01,2021/10/11 11:30,21.33,383,2028/6/11,226.01,2005/1/11,24.89,383,2028/6/11,226,2003/12/10,"=LIEN_HYPERTEXTE(""http://www.lagardereactivebroadcast.com"";""http://www.lagardereactivebroadcast.com"")",-,-,5000 Consumer Services,5500 Media,5550 Media,Yes,No,-,-
LAGARDERE S.C.A.,FR0000130213,FR0000130213,PAR,MMB,5557 Publishing,EUR,18.6,521976,4.73,2009/12/11 17:35,9627464,"131,536,536","2,446,579,570",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,17.625,18.74,2009/12/11 16:20,17.625,2009/12/11 9:00,-39.67,36.375,2020/1/11,16.025,2025/11/11,-40.53,36.38,2020/1/11,16.03,2025/11/11,"=LIEN_HYPERTEXTE(""http://www.lagardere.com"";""http://www.lagardere.com"")",Anthony MELLOR,01 40 69 18 02,5000 Consumer Services,5500 Media,5550 Media,Yes,Yes,-,-
LANSON-BCC,FR0004027068,FR0004027068,PAR,LAN,3535 Distillers & Vintners,EUR,44.8,447,-0.44,2009/12/11 17:35,20092,"6,136,341","274,908,077",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,45,45.4,2009/12/11 9:03,44.8,2009/12/11 11:43,-16.47,62.5,2001/7/11,44,2026/8/11,-11.32,62.5,2001/7/11,44,2026/8/11,"=LIEN_HYPERTEXTE(""http://www.lanson-bcc.com"";""http://www.lanson-bcc.com"")",Nicolas ROULLEAUX DUGAGE,+33 3 26 78 50 50,3000 ConsumerGoods,3500 Food & Beverage,3530 Beverages,Yes,No,-,-
LAPERWOBR30DEC11,FR0010670406,FR0010670406,PAR,PERBR,8633 Real Estate Holding & Development,EUR,14.5,1500,0,2016/5/8 15:30,21750,"144,936","2,101,572",null,French zone  ,PEA eligible,Double call auction,14.5,14.5,2016/5/8 15:30,14.5,2016/5/8 15:30,-17.14,14.5,2016/5/8,14.4,2014/2/8,-39.58,17.5,2015/6/7,14.4,2014/2/8,-,-,-,8000 Financials,8600 Real Estate,8630 Real Estate Investment & Services,Yes,No,Halted,2011/8/11
LATONIA INVEST.,PA5183021045,PA5183021045,PAR,LATO,8985 Equity Investment Instruments,EUR,35.5,100,0.14,2026/9/5 0:00,3550,"4,000,000","142,000,000",Compartment C (Small Caps),International zone (out of Euro)  ,,Double call auction,35.5,35.5,2026/9/5 0:00,35.5,2026/9/5 0:00,-13.94,40.55,2007/2/5,25.01,2001/8/5,-17.06,41.5,2001/12/4,25.01,2001/8/5,-,-,-,8000 Financials,8900 Equity/NonEquity Investment Instruments,8980 Equity Investment Instruments,No,No,Halted,2023/9/9
LAURENT-PERRIER,FR0006864484,FR0006864484,PAR,LPE,3535 Distillers & Vintners,EUR,73.02,772,0,2009/12/11 17:35,56252,"5,945,861","434,166,770",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,73.02,73.2,2009/12/11 10:29,72.23,2009/12/11 14:43,-8.72,100.87,2022/7/11,62,2001/11/11,-12.76,100.87,2022/7/11,62,2001/11/11,"=LIEN_HYPERTEXTE(""http://www.laurent-perrier.com"";""http://www.laurent-perrier.com"")",Etienne Auriau,03.26.58.91.22,3000 ConsumerGoods,3500 Food & Beverage,3530 Beverages,Yes,No,-,-
LDC,FR0000053829,FR0000053829,PAR,LOUP,3577 Food Products,EUR,78.5,929,0,2009/12/11 17:35,72933,"8,157,378","640,354,173",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,78.5,78.61,2009/12/11 9:00,78.4,2009/12/11 9:49,5.37,81.39,2022/6/11,65.11,2023/9/11,12.48,81.39,2022/6/11,65.11,2023/9/11,"=LIEN_HYPERTEXTE(""http://www.ldc.fr"";""http://www.ldc.fr"")",DELION Andr?+33(0)2 43 62 70 00,3000 ConsumerGoods,3500 Food & Beverage,3570 Food Producers,Yes,No,-,-,
LDLC.COM,FR0000075442,FR0000075442,PAR,LDL,5379 Specialty Retailers,EUR,6.4,4744,1.26,2009/12/11 17:28,30027,"5,747,374","36,783,194",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,6.32,6.4,2009/12/11 17:28,6.25,2009/12/11 15:26,18.52,8.2,2010/6/11,4.8,2015/3/11,28,8.2,2010/6/11,4.8,2015/3/11,"=LIEN_HYPERTEXTE(""http://www.groupe-ldlc.com"";""http://www.groupe-ldlc.com"")",-,-,5000 Consumer Services,5300 Retail,5370 General Retailers,Yes,No,-,-
LE NOBLE AGE,FR0004170017,FR0004170017,PAR,LNA,4533 Health Care Providers,EUR,12.91,1319,-1.07,2009/12/11 17:09,17069,"8,542,141","110,279,040",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,12.99,13,2009/12/11 9:05,12.91,2009/12/11 17:09,-8.37,15.85,2007/4/11,12.5,2006/9/11,-6.99,15.85,2007/4/11,12.5,2006/9/11,"=LIEN_HYPERTEXTE(""http://www.groupenobleage.com"";""http://www.groupenobleage.com"")",Jean-Paul Siret,+33 (0)2 40 16 06 83,4000 HealthCare,4500 Health Care,4530 Health Care Equipment & Services,Yes,No,-,-
LE TANNEUR,FR0000075673,FR0000075673,PAR,LTAN,3763 Clothing & Accessories,EUR,4.92,10,-5.2,2007/12/11 11:24,49,"4,224,759","20,785,814",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,4.92,4.92,2007/12/11 11:24,4.92,2007/12/11 11:24,30.16,6.65,2018/5/11,3.7,2011/1/11,39.77,6.65,2018/5/11,3.35,2009/12/10,"=LIEN_HYPERTEXTE(""http://www.letanneuretcie.com"";""http://www.letanneuretcie.com"")",Patricia Moulon,+33 (0)4 79 80 60 60,3000 ConsumerGoods,3700 Personal,3760 Personal Goods,Yes,No,-,-
LEBON,FR0000121295,FR0000121295,PAR,LBON,8985 Equity Investment Instruments,EUR,79.65,173,-0.56,2009/12/11 16:30,13779,"1,214,500","96,734,925",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,79.65,79.65,2009/12/11 11:30,79.65,2009/12/11 11:30,-7.37,97.55,2002/5/11,73,2009/8/11,-4.22,97.55,2002/5/11,73,2009/8/11,"=LIEN_HYPERTEXTE(""http://www.lebon.fr"";""http://www.lebon.fr"")",Frédérique Dumousset,+ 33 1 44 29 98 05,8000 Financials,8900 Equity/NonEquity Investment Instruments,8980 Equity Investment Instruments,Yes,No,-,-
LECTRA,FR0000065484,FR0000065484,PAR,LSS,9537 Software,EUR,5,523,-1.18,2009/12/11 17:35,2617,"28,499,014","142,495,070",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,5.06,5.06,2009/12/11 9:00,5,2009/12/11 10:27,19.33,6.81,2007/4/11,4.12,2003/1/11,20.48,6.81,2007/4/11,4.06,2028/12/10,"=LIEN_HYPERTEXTE(""http://www.lectra.com"";""http://www.lectra.com"")",Sylvie de Toni,+33 1 53 64 42 22,9000 Technology,9500 Technology,9530 Software & Computer Services,Yes,No,-,-
LEGRAND,FR0010307819,FR0010307819,PAR,LR,2733 Electrical Components & Equipment,EUR,24.63,688580,1.5,2009/12/11 17:35,16868583,"263,281,981","6,484,635,192",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,24.01,24.68,2009/12/11 12:58,24,2009/12/11 9:00,-19.18,31.705,2004/1/11,22.19,2004/10/11,-22.46,32.06,2009/12/10,22.19,2004/10/11,"=LIEN_HYPERTEXTE(""http://www.legrand.com"";""http://www.legrand.com"")",Francois Poisson,01 49 72 53 53,2000 Industrials,2700 Industrial Goods & Services,2730 Electronical & Electrical Equipment,Yes,Yes,-,-
LESNXCONSTRUCTEURS,FR0004023208,FR0004023208,PAR,LNC,3728 Home Construction,EUR,5.3,13921,8.16,2009/12/11 17:35,69377,"15,242,354","80,784,476",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,4.85,5.35,2009/12/11 16:38,4.75,2009/12/11 12:56,-24.07,11,2008/4/11,4.51,2013/9/11,-24.39,11,2008/4/11,4.51,2013/9/11,"=LIEN_HYPERTEXTE(""http://www.lesnouveauxconstructeurs.fr"";""http://www.lesnouveauxconstructeurs.fr"")",Ronan Arzel,+33 (0)1 45 38 45 29,3000 ConsumerGoods,3700 Personal,3720 Household Goods & Home Construction,Yes,No,-,-
LEXIBOOK LINGUIST.,FR0000033599,FR0000033599,PAR,LEX,3743 Consumer Electronics,EUR,3.48,41083,3.88,2009/12/11 17:29,138838,"3,842,087","13,370,463",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,3.31,3.5,2009/12/11 17:27,3.27,2009/12/11 10:26,12.33,4.64,2020/9/11,0.87,2026/1/11,-8.49,4.64,2020/9/11,0.87,2026/1/11,"=LIEN_HYPERTEXTE(""http://www.lexibook.com"";""http://www.lexibook.com"")",LE GUIRRIEC Stéphane,173232323,3000 ConsumerGoods,3700 Personal,3740 Leisure Goods,Yes,No,-,-
LINEDATA SERVICES,FR0004156297,FR0004156297,PAR,LIN,9537 Software,EUR,9.36,41,0,2009/12/11 14:58,384,"10,525,025","98,514,234",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,9.36,9.36,2009/12/11 9:00,9.36,2009/12/11 9:00,-20,13.51,2008/3/11,7.65,2020/9/11,-13.01,13.51,2008/3/11,7.65,2020/9/11,"=LIEN_HYPERTEXTE(""http://www.linedata.com"";""http://www.linedata.com"")", ,(01) 47 77 68 25,9000 Technology,9500 Technology,9530 Software & Computer Services,Yes,No,-,-
LISI,FR0000050353,FR0000050353,PAR,FII,3355 Auto Parts,EUR,53.37,948,-0.43,2009/12/11 17:35,50591,"10,786,494","575,675,185",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,53.59,53.59,2009/12/11 9:00,53.15,2009/12/11 15:09,6.12,70.18,2001/8/11,47,2013/9/11,1.85,70.18,2001/8/11,47,2013/9/11,"=LIEN_HYPERTEXTE(""http://www.lisi-group.com"";""http://www.lisi-group.com"")",VIELLARD Emmanuel,03 84 57 00 77,3000 ConsumerGoods,3300 Automobiles & Parts,3350 Automobiles & Parts,Yes,No,-,-
LOCINDUS,FR0000121352,FR0000121352,PAR,LD,8633 Real Estate Holding & Development,EUR,13.9,1064,0.87,2009/12/11 17:08,14926,"9,293,621","129,181,332",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,13.99,14.19,2009/12/11 14:51,13.9,2009/12/11 14:06,-39.25,23.79,2003/1/11,12.6,2025/11/11,-38.08,23.79,2003/1/11,12.6,2025/11/11,"=LIEN_HYPERTEXTE(""http://www.locindus.fr"";""http://www.locindus.fr"")",Queffélec Catherine,01 47 42 86 27,8000 Financials,8600 Real Estate,8630 Real Estate Investment & Services,Yes,No,-,-
LVL MEDICAL GROUPE,FR0000054686,FR0000054686,PAR,LVL,4533 Health Care Providers,EUR,13.38,470,2.84,2009/12/11 17:35,6230,"10,569,383","141,418,345",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,13.01,13.45,2009/12/11 16:42,13.01,2009/12/11 9:00,-6.43,19.1,2016/5/11,11.54,2001/11/11,-15.69,19.1,2016/5/11,11.54,2001/11/11,"=LIEN_HYPERTEXTE(""http://www.lvl-medical.com"";""http://www.lvl-medical.com"")",Direction financière,+33 (0)4 26 68 68 61,4000 HealthCare,4500 Health Care,4530 Health Care Equipment & Services,Yes,No,-,-
LVLBSAAR2015,FR0010617027,FR0010617027,PAR,LVLBS,4533 Health Care Providers,EUR,3.8,1930,0,2019/5/11 11:56,7335,"26,322","100,024",null,French zone  ,PEA eligible,Continuous,3.801,3.801,2019/5/11 9:00,3.8,2019/5/11 11:56,92.89,3.9,2021/2/11,0.832,2017/1/11,31.03,3.9,2021/2/11,0.83,2017/1/11,-,-,-,4000 HealthCare,4500 Health Care,4530 Health Care Equipment & Services,Yes,No,Halted,2009/12/11
LVMH,FR0000121014,FR0000121014,PAR,MC,3763 Clothing & Accessories,EUR,114.45,1047164,2.32,2009/12/11 17:36,117447365,"507,775,704","58,114,929,323",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,111.3,114.7,2009/12/11 17:21,110.75,2009/12/11 9:06,-7.03,132.65,2027/7/11,94.16,2004/10/11,-6.19,132.65,2027/7/11,94.16,2004/10/11,"=LIEN_HYPERTEXTE(""http://www.lvmh.fr"";""http://www.lvmh.fr"")",-,-,3000 ConsumerGoods,3700 Personal,3760 Personal Goods,Yes,Yes,-,-
M.R.M,FR0000060196,FR0000060196,PAR,MRM,8671 Industrial & Office REITs,EUR,6.3,1,0,2009/12/11 11:30,6,"3,501,977","22,062,455",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,6.3,6.3,2009/12/11 11:30,6.3,2009/12/11 11:30,-14.86,7.75,2011/4/11,5.99,2013/10/11,-10,7.75,2011/4/11,5.99,2013/10/11,"=LIEN_HYPERTEXTE(""http://www.mrminvest.com"";""http://www.mrminvest.com"")",Younes Benslim, ,8000 Financials,8600 Real Estate,8670 Real Estate Investment Trusts,Yes,No,-,-
MAISONS FRANCE,FR0004159473,FR0004159473,PAR,MFC,3728 Home Construction,EUR,18.56,11432,0.7,2009/12/11 17:35,212344,"6,937,593","128,761,726",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,18.26,18.99,2009/12/11 10:56,18.24,2009/12/11 14:24,-40.13,39.3,2029/3/11,17.6,2024/11/11,-42.18,39.3,2029/3/11,17.6,2024/11/11,"=LIEN_HYPERTEXTE(""http://www.maisons-france-confort.fr"";""http://www.maisons-france-confort.fr"")",-,-,3000 ConsumerGoods,3700 Personal,3720 Household Goods & Home Construction,Yes,No,-,-
MALTERIES FCO-BEL.,FR0000030074,FR0000030074,PAR,MALT,3533 Brewers,EUR,152,10,-3.71,2008/12/11 16:30,1520,"495,984","75,389,568",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,152,152,2008/12/11 16:30,152,2008/12/11 16:30,-4.98,169.99,2002/6/11,145.99,2011/4/11,-11.78,172.28,2008/12/10,145.99,2011/4/11,"=LIEN_HYPERTEXTE(""http://www.malteriesfrancobelges.fr"";""http://www.malteriesfrancobelges.fr"")",-,-,3000 ConsumerGoods,3500 Food & Beverage,3530 Beverages,Yes,No,-,-
MANITOU BF,FR0000038606,FR0000038606,PAR,MTU,2753 Commercial Vehicles & Trucks,EUR,12.22,23466,3.03,2009/12/11 17:35,281463,"39,547,824","483,274,409",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,11.65,12.22,2009/12/11 17:35,11.65,2009/12/11 9:00,-29.38,24.99,2007/2/11,10.01,2004/10/11,-26.96,24.99,2007/2/11,10.01,2004/10/11,"=LIEN_HYPERTEXTE(""http://www.manitou.com"";""http://www.manitou.com"")",Anastasie Gousset,+33 (0)2 40 09 10 06,2000 Industrials,2700 Industrial Goods & Services,2750 Industrial Engineering,Yes,No,-,-
MANUTAN INTL,FR0000032302,FR0000032302,PAR,MAN,2797 Industrial Suppliers,EUR,34.2,367,-3.39,2009/12/11 17:35,12651,"7,613,291","260,374,552",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,34.4,34.99,2009/12/11 9:23,34.2,2009/12/11 17:35,-30.77,54.37,2023/6/11,33.22,2001/12/11,-28.93,54.37,2023/6/11,33.22,2001/12/11,"=LIEN_HYPERTEXTE(""http://www.manutaninternational.com"";""http://www.manutaninternational.com"")",Brigitte Auffret,01 53 33 40 16,2000 Industrials,2700 Industrial Goods & Services,2790 Support Services,Yes,No,-,-
MAROC TELECOM,MA0000011488,MA0000011488,PAR,IAM,6535 Fixed Line Telecommunications,EUR,12.3,1783,-1.84,2009/12/11 17:35,22249,"879,095,340","10,812,872,682",null,International zone (out of Euro)  ,,Continuous,12.72,12.72,2009/12/11 9:00,12.3,2009/12/11 17:35,-8.35,14.78,2013/1/11,11,2004/8/11,-9.49,14.78,2013/1/11,11,2004/8/11,"=LIEN_HYPERTEXTE(""http://www.iam.ma"";""http://www.iam.ma"")",Badr Benyoussef,+212 537 56 33 85,6000 Telecommunications,6500 Telecommunications,6530 Fixed Line Telecommunications,No,No,-,-
MAUNA KEA TECH,FR0010609263,FR0010609263,PAR,MKEA,4535 Medical Equipment,EUR,11.59,8790,0.78,2009/12/11 17:35,101844,"13,278,188","153,894,199",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,11.6,11.67,2009/12/11 10:48,11.4,2009/12/11 9:15,-10.85,18.7,2011/7/11,9.55,2023/9/11,-10.85,18.7,2011/7/11,9.55,2023/9/11,"=LIEN_HYPERTEXTE(""http://www.maunakeatech.com"";""http://www.maunakeatech.com"")",-,-,4000 HealthCare,4500 Health Care,4530 Health Care Equipment & Services,Yes,No,-,-
MAUREL ET PROM,FR0000051070,FR0000051070,PAR,MAU,0533 Exploration & Production,EUR,13.735,483116,3.66,2009/12/11 17:35,6617642,"121,397,732","1,667,397,849",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,13.22,13.99,2009/12/11 13:21,13.215,2009/12/11 9:00,30.19,17.5,2001/6/11,10.54,2003/1/11,28.12,17.5,2001/6/11,10.28,2027/12/10,"=LIEN_HYPERTEXTE(""http://www.maureletprom.fr"";""http://www.maureletprom.fr"")",Marc de Rodellec,153831600,0001 Oil&Gas,0500 Oil & Gas,0530 Oil & Gas Producers,Yes,Yes,-,-
MAURELETPROMBS,FR0010897082,FR0010897082,PAR,MAUBS,0533 Exploration & Production,EUR,0.239,511135,-0.42,2009/12/11 17:35,121034,"113,877,081","27,216,622",null,French zone  ,PEA eligible,Continuous,0.234,0.244,2009/12/11 10:40,0.231,2009/12/11 10:04,38.15,0.488,2003/6/11,0.17,2003/1/11,31.32,0.49,2003/6/11,0.16,2015/12/10,-,-,-,0001 Oil&Gas,0500 Oil & Gas,0530 Oil & Gas Producers,Yes,No,-,-
MB RETAIL EUROPE,FR0000061475,FR0000061475,PAR,MBRE,8672 Retail REITs,EUR,0.67,260,-14.1,2028/7/11 11:30,174,"66,667,348","44,667,123",Compartment B (Mid Caps),French zone  ,PEA eligible,Double call auction,0.67,0.67,2028/7/11 11:30,0.67,2028/7/11 11:30,-72.31,1.18,1930/6/11,0.67,2028/7/11,-59.88,2.61,1930/9/10,0.67,2028/7/11,"=LIEN_HYPERTEXTE(""http://www.mbretaileurope.com"";""http://www.mbretaileurope.com"")",Peter Verloop,+33 (0)1 40 68 78 20,8000 Financials,8600 Real Estate,8670 Real Estate Investment Trusts,Yes,No,Halted,2029/7/11
MECELEC,FR0000061244,FR0000061244,PAR,MCLC,2733 Electrical Components & Equipment,EUR,3.38,441,2.42,2009/12/11 16:30,1495,"3,210,028","10,849,895",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,3.4,3.4,2009/12/11 11:30,3.38,2009/12/11 16:30,-0.59,4.75,2005/5/11,2.67,2029/11/11,10.82,4.75,2005/5/11,2.67,2029/11/11,"=LIEN_HYPERTEXTE(""http://www.mecelec.fr"";""http://www.mecelec.fr"")",-,-,2000 Industrials,2700 Industrial Goods & Services,2730 Electronical & Electrical Equipment,Yes,No,-,-
MECELEC BSA 1113,FR0010957621,FR0010957621,PAR,MCLBS,2733 Electrical Components & Equipment,EUR,0.18,13100,28.57,2008/12/11 17:00,2358,"2,197,328","395,519",null,French zone  ,PEA eligible,Double call auction,0.18,0.18,2008/12/11 17:00,0.18,2008/12/11 17:00,125,0.18,2008/12/11,0.02,1931/1/11,125,0.18,2008/12/11,0.02,1931/1/11,-,-,-,2000 Industrials,2700 Industrial Goods & Services,2730 Electronical & Electrical Equipment,Yes,No,Halted,2009/12/11
MEDASYS,FR0000052623,FR0000052623,PAR,MED,9537 Software,EUR,0.59,12298,-1.67,2009/12/11 17:29,7256,"25,423,328","14,999,764",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,0.59,0.59,2009/12/11 9:00,0.59,2009/12/11 9:00,-29.76,1.18,2008/3/11,0.52,2025/10/11,-36.56,1.18,2008/3/11,0.52,2025/10/11,"=LIEN_HYPERTEXTE(""http://www.medasys.com"";""http://www.medasys.com"")",Alexis Westermann,+33 (0) 1 69 33 73 53,9000 Technology,9500 Technology,9530 Software & Computer Services,Yes,No,-,-
MEDEA,FR0000063323,FR0000063323,PAR,MEDE,3355 Auto Parts,EUR,1.8,100,10.43,2029/11/11 16:30,180,"591,000","1,063,800",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,1.8,1.8,2029/11/11 16:30,1.8,2029/11/11 16:30,47.54,3.37,2004/3/11,1.23,2008/8/11,60.71,3.37,2004/3/11,1.22,2028/12/10,"=LIEN_HYPERTEXTE(""http://www.ugigrip.fr"";""http://www.ugigrip.fr"")",-,-,3000 ConsumerGoods,3300 Automobiles & Parts,3350 Automobiles & Parts,Yes,No,-,-
MEDIA 6,FR0000064404,FR0000064404,PAR,EDI,5555 Media Agencies,EUR,5.24,1,0.19,2009/12/11 9:00,5,"3,530,000","18,497,200",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,5.24,5.24,2009/12/11 9:00,5.24,2009/12/11 9:00,1.55,7.86,2011/3/11,4.9,2011/10/11,3.35,7.86,2011/3/11,4.9,2011/10/11,"=LIEN_HYPERTEXTE(""http://www.media6.com"";""http://www.media6.com"")",Jean-François Fozzani,01 78 78 32 71,5000 Consumer Services,5500 Media,5550 Media,Yes,No,-,-
MEDICA,FR0010372581,FR0010372581,PAR,MDCA,4533 Health Care Providers,EUR,12.59,84099,-0.4,2009/12/11 17:35,1060989,"47,904,187","603,113,714",Compartment B (Mid Caps),French zone  ,SRD and PEA eligible,Continuous,12.635,12.74,2009/12/11 11:39,12.555,2009/12/11 15:27,-9.23,15.92,1930/5/11,11.905,2011/8/11,-3.6,15.92,1930/5/11,11.91,2011/8/11,"=LIEN_HYPERTEXTE(""http://www.medica-france.fr"";""http://www.medica-france.fr"")",Christine JEANDEL,christine.jeandel@medicafrance.fr,4000 HealthCare,4500 Health Care,4530 Health Care Equipment & Services,Yes,Yes,-,-
MEETIC,FR0004063097,FR0004063097,PAR,MEET,5755 Recreational Services,EUR,9.79,1095,-1.01,2009/12/11 17:35,10718,"22,989,848","225,070,612",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,9.82,9.82,2009/12/11 10:49,9.77,2009/12/11 11:32,-39.75,17.22,2011/2/11,9.46,1930/11/11,-49.46,19.7,2013/12/10,9.46,1930/11/11,"=LIEN_HYPERTEXTE(""http://www.meetic-corp.com"";""http://www.meetic-corp.com"")",-,-,5000 Consumer Services,5700 Travel & Leisure,5750 Travel & Leisure,Yes,No,-,-
MEMSCAP REGPT,FR0010298620,FR0010298620,PAR,MEMS,9576 Semiconductors,EUR,1.06,11333,8.16,2009/12/11 17:35,11472,"4,715,349","4,998,270",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,0.99,1.06,2009/12/11 17:35,0.94,2009/12/11 9:37,-74.15,4.84,2018/1/11,0.65,2018/11/11,-69.1,4.84,2018/1/11,0.65,2018/11/11,"=LIEN_HYPERTEXTE(""http://www.memscap.com"";""http://www.memscap.com"")",Aurore Foulon,04 76 92 85 00,9000 Technology,9500 Technology,9570 Technology Hardware & Equipment,Yes,No,-,-
MERCIALYS,FR0010241638,FR0010241638,PAR,MERY,8672 Retail REITs,EUR,24.44,80606,-0.75,2009/12/11 17:35,1480030,"92,034,165","2,249,314,993",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,24.4,24.7,2009/12/11 9:34,24.175,2009/12/11 14:53,-13.02,30.1,2001/6/11,22.785,2024/11/11,-13.73,30.1,2001/6/11,22.79,2024/11/11,"=LIEN_HYPERTEXTE(""http://www.mercialys.com"";""http://www.mercialys.com"")",Marie-Flore Bachelier,+ 33 (0) 1 53 65 64 44,8000 Financials,8600 Real Estate,8670 Real Estate Investment Trusts,Yes,Yes,-,-
